Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Attend.,Arena,Year
"Mon, Jan 30, 2023",7:00p,Orlando Magic,119.0,Philadelphia 76ers,109.0,19812.0,Wells Fargo Center,2023
"Mon, Jan 30, 2023",7:30p,Los Angeles Lakers,104.0,Brooklyn Nets,121.0,17924.0,Barclays Center,2023
"Mon, Jan 30, 2023",8:00p,Sacramento Kings,118.0,Minnesota Timberwolves,111.0,15342.0,Target Center,2023
"Mon, Jan 30, 2023",8:00p,Golden State Warriors,128.0,Oklahoma City Thunder,120.0,16854.0,Paycom Center,2023
"Mon, Jan 30, 2023",8:00p,Washington Wizards,127.0,San Antonio Spurs,106.0,11970.0,AT&T Center,2023
"Mon, Jan 30, 2023",8:30p,Detroit Pistons,105.0,Dallas Mavericks,111.0,19777.0,American Airlines Center,2023
"Mon, Jan 30, 2023",9:00p,Toronto Raptors,106.0,Phoenix Suns,114.0,17071.0,Footprint Center,2023
"Mon, Jan 30, 2023",10:00p,Atlanta Hawks,125.0,Portland Trail Blazers,129.0,18262.0,Moda Center,2023
"Tue, Jan 31, 2023",7:00p,Miami Heat,100.0,Cleveland Cavaliers,97.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Tue, Jan 31, 2023",7:30p,Los Angeles Lakers,129.0,New York Knicks,123.0,19812.0,Madison Square Garden (IV),2023
"Tue, Jan 31, 2023",8:00p,Los Angeles Clippers,108.0,Chicago Bulls,103.0,20068.0,United Center,2023
"Tue, Jan 31, 2023",8:00p,Charlotte Hornets,115.0,Milwaukee Bucks,124.0,17341.0,Fiserv Forum,2023
"Tue, Jan 31, 2023",10:00p,New Orleans Pelicans,113.0,Denver Nuggets,122.0,18868.0,Ball Arena,2023
"Wed, Feb 1, 2023",7:00p,Portland Trail Blazers,122.0,Memphis Grizzlies,112.0,14589.0,FedEx Forum,2023
"Wed, Feb 1, 2023",7:00p,Orlando Magic,94.0,Philadelphia 76ers,105.0,20885.0,Wells Fargo Center,2023
"Wed, Feb 1, 2023",7:30p,Brooklyn Nets,96.0,Boston Celtics,139.0,19156.0,TD Garden,2023
"Wed, Feb 1, 2023",8:00p,Oklahoma City Thunder,106.0,Houston Rockets,112.0,15181.0,Toyota Center,2023
"Wed, Feb 1, 2023",8:00p,Golden State Warriors,114.0,Minnesota Timberwolves,119.0,17136.0,Target Center,2023
"Wed, Feb 1, 2023",8:00p,Sacramento Kings,119.0,San Antonio Spurs,109.0,13207.0,AT&T Center,2023
"Wed, Feb 1, 2023",9:00p,Toronto Raptors,128.0,Utah Jazz,131.0,18206.0,Vivint Arena,2023
"Wed, Feb 1, 2023",10:00p,Atlanta Hawks,132.0,Phoenix Suns,100.0,17071.0,Footprint Center,2023
"Thu, Feb 2, 2023",7:00p,Los Angeles Lakers,112.0,Indiana Pacers,111.0,17274.0,Gainbridge Fieldhouse,2023
"Thu, Feb 2, 2023",7:30p,Memphis Grizzlies,113.0,Cleveland Cavaliers,128.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Thu, Feb 2, 2023",7:30p,Miami Heat,104.0,New York Knicks,106.0,19044.0,Madison Square Garden (IV),2023
"Thu, Feb 2, 2023",8:00p,Charlotte Hornets,98.0,Chicago Bulls,114.0,20072.0,United Center,2023
"Thu, Feb 2, 2023",8:30p,New Orleans Pelicans,106.0,Dallas Mavericks,111.0,19670.0,American Airlines Center,2023
"Thu, Feb 2, 2023",9:00p,Golden State Warriors,117.0,Denver Nuggets,134.0,19555.0,Ball Arena,2023
"Thu, Feb 2, 2023",10:00p,Los Angeles Clippers,105.0,Milwaukee Bucks,106.0,17341.0,Fiserv Forum,2023
"Fri, Feb 3, 2023",7:00p,Charlotte Hornets,112.0,Detroit Pistons,118.0,18007.0,Little Caesars Arena,2023
"Fri, Feb 3, 2023",7:00p,Sacramento Kings,104.0,Indiana Pacers,107.0,17274.0,Gainbridge Fieldhouse,2023
"Fri, Feb 3, 2023",7:00p,Portland Trail Blazers,124.0,Washington Wizards,116.0,20476.0,Capital One Arena,2023
"Fri, Feb 3, 2023",7:30p,Phoenix Suns,106.0,Boston Celtics,94.0,19156.0,TD Garden,2023
"Fri, Feb 3, 2023",8:00p,Toronto Raptors,117.0,Houston Rockets,111.0,16585.0,Toyota Center,2023
"Fri, Feb 3, 2023",8:00p,Orlando Magic,127.0,Minnesota Timberwolves,120.0,17136.0,Target Center,2023
"Fri, Feb 3, 2023",8:00p,Philadelphia 76ers,137.0,San Antonio Spurs,125.0,15252.0,AT&T Center,2023
"Fri, Feb 3, 2023",9:00p,Atlanta Hawks,115.0,Utah Jazz,108.0,18206.0,Vivint Arena,2023
"Sat, Feb 4, 2023",6:00p,Washington Wizards,123.0,Brooklyn Nets,125.0,17732.0,Barclays Center,2023
"Sat, Feb 4, 2023",6:00p,Los Angeles Lakers,126.0,New Orleans Pelicans,131.0,18886.0,Smoothie King Center,2023
"Sat, Feb 4, 2023",7:00p,Phoenix Suns,116.0,Detroit Pistons,100.0,19788.0,Little Caesars Arena,2023
"Sat, Feb 4, 2023",7:00p,Los Angeles Clippers,134.0,New York Knicks,128.0,19812.0,Madison Square Garden (IV),2023
"Sat, Feb 4, 2023",8:00p,Portland Trail Blazers,121.0,Chicago Bulls,129.0,20135.0,United Center,2023
"Sat, Feb 4, 2023",8:00p,Miami Heat,115.0,Milwaukee Bucks,123.0,18008.0,Fiserv Forum,2023
"Sat, Feb 4, 2023",8:00p,Houston Rockets,121.0,Oklahoma City Thunder,153.0,16994.0,Paycom Center,2023
"Sat, Feb 4, 2023",8:30p,Dallas Mavericks,113.0,Golden State Warriors,119.0,18064.0,Chase Center,2023
"Sat, Feb 4, 2023",9:00p,Atlanta Hawks,108.0,Denver Nuggets,128.0,19630.0,Ball Arena,2023
"Sun, Feb 5, 2023",1:00p,Orlando Magic,119.0,Charlotte Hornets,113.0,18510.0,Spectrum Center,2023
"Sun, Feb 5, 2023",5:00p,Cleveland Cavaliers,122.0,Indiana Pacers,103.0,17274.0,Gainbridge Fieldhouse,2023
"Sun, Feb 5, 2023",6:00p,Toronto Raptors,106.0,Memphis Grizzlies,103.0,17794.0,FedEx Forum,2023
"Sun, Feb 5, 2023",6:00p,Philadelphia 76ers,97.0,New York Knicks,108.0,17586.0,Madison Square Garden (IV),2023
"Sun, Feb 5, 2023",7:00p,Denver Nuggets,98.0,Minnesota Timberwolves,128.0,17136.0,Target Center,2023
"Sun, Feb 5, 2023",7:00p,Sacramento Kings,104.0,New Orleans Pelicans,136.0,17779.0,Smoothie King Center,2023
"Mon, Feb 6, 2023",7:00p,Boston Celtics,111.0,Detroit Pistons,99.0,17933.0,Little Caesars Arena,2023
"Mon, Feb 6, 2023",7:00p,Cleveland Cavaliers,114.0,Washington Wizards,91.0,16744.0,Capital One Arena,2023
"Mon, Feb 6, 2023",7:30p,Los Angeles Clippers,124.0,Brooklyn Nets,116.0,16981.0,Barclays Center,2023
"Mon, Feb 6, 2023",8:00p,San Antonio Spurs,104.0,Chicago Bulls,128.0,19291.0,United Center,2023
"Mon, Feb 6, 2023",8:00p,Sacramento Kings,140.0,Houston Rockets,120.0,15405.0,Toyota Center,2023
"Mon, Feb 6, 2023",9:00p,Dallas Mavericks,124.0,Utah Jazz,111.0,18206.0,Vivint Arena,2023
"Mon, Feb 6, 2023",10:00p,Oklahoma City Thunder,114.0,Golden State Warriors,141.0,18064.0,Chase Center,2023
"Mon, Feb 6, 2023",10:00p,Milwaukee Bucks,127.0,Portland Trail Blazers,108.0,18110.0,Moda Center,2023
"Tue, Feb 7, 2023",7:00p,New York Knicks,102.0,Orlando Magic,98.0,19438.0,Amway Center,2023
"Tue, Feb 7, 2023",7:30p,Phoenix Suns,116.0,Brooklyn Nets,112.0,17093.0,Barclays Center,2023
"Tue, Feb 7, 2023",7:30p,Atlanta Hawks,107.0,New Orleans Pelicans,116.0,16669.0,Smoothie King Center,2023
"Tue, Feb 7, 2023",8:00p,Chicago Bulls,89.0,Memphis Grizzlies,104.0,17012.0,FedEx Forum,2023
"Tue, Feb 7, 2023",9:00p,Minnesota Timberwolves,112.0,Denver Nuggets,146.0,18307.0,Ball Arena,2023
"Tue, Feb 7, 2023",10:00p,Oklahoma City Thunder,133.0,Los Angeles Lakers,130.0,18997.0,Crypto.com Arena,2023
"Wed, Feb 8, 2023",7:00p,Detroit Pistons,85.0,Cleveland Cavaliers,113.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Wed, Feb 8, 2023",7:00p,Charlotte Hornets,104.0,Washington Wizards,118.0,16097.0,Capital One Arena,2023
"Wed, Feb 8, 2023",7:30p,Philadelphia 76ers,99.0,Boston Celtics,106.0,19156.0,TD Garden,2023
"Wed, Feb 8, 2023",7:30p,Indiana Pacers,111.0,Miami Heat,116.0,19600.0,Kaseya Center,2023
"Wed, Feb 8, 2023",7:30p,San Antonio Spurs,98.0,Toronto Raptors,112.0,19800.0,Scotiabank Arena,2023
"Wed, Feb 8, 2023",8:00p,Sacramento Kings,130.0,Houston Rockets,128.0,15881.0,Toyota Center,2023
"Wed, Feb 8, 2023",9:00p,Minnesota Timberwolves,143.0,Utah Jazz,118.0,18206.0,Vivint Arena,2023
"Wed, Feb 8, 2023",10:00p,Dallas Mavericks,110.0,Los Angeles Clippers,104.0,18377.0,Crypto.com Arena,2023
"Wed, Feb 8, 2023",10:00p,Golden State Warriors,122.0,Portland Trail Blazers,125.0,18450.0,Moda Center,2023
"Thu, Feb 9, 2023",7:00p,Denver Nuggets,104.0,Orlando Magic,115.0,18846.0,Amway Center,2023
"Thu, Feb 9, 2023",7:30p,Phoenix Suns,107.0,Atlanta Hawks,116.0,17003.0,State Farm Arena,2023
"Thu, Feb 9, 2023",7:30p,Chicago Bulls,105.0,Brooklyn Nets,116.0,16938.0,Barclays Center,2023
"Thu, Feb 9, 2023",10:00p,Milwaukee Bucks,115.0,Los Angeles Lakers,106.0,18997.0,Crypto.com Arena,2023
"Fri, Feb 10, 2023",7:00p,San Antonio Spurs,131.0,Detroit Pistons,138.0,17899.0,Little Caesars Arena,2023
"Fri, Feb 10, 2023",7:00p,Phoenix Suns,117.0,Indiana Pacers,104.0,16522.0,Gainbridge Fieldhouse,2023
"Fri, Feb 10, 2023",7:00p,New York Knicks,108.0,Philadelphia 76ers,119.0,21057.0,Wells Fargo Center,2023
"Fri, Feb 10, 2023",7:30p,Charlotte Hornets,116.0,Boston Celtics,127.0,19156.0,TD Garden,2023
"Fri, Feb 10, 2023",7:30p,Utah Jazz,122.0,Toronto Raptors,116.0,19800.0,Scotiabank Arena,2023
"Fri, Feb 10, 2023",8:00p,Minnesota Timberwolves,107.0,Memphis Grizzlies,128.0,17794.0,FedEx Forum,2023
"Fri, Feb 10, 2023",8:00p,Houston Rockets,95.0,Miami Heat,97.0,19600.0,Kaseya Center,2023
"Fri, Feb 10, 2023",10:00p,Cleveland Cavaliers,118.0,New Orleans Pelicans,107.0,16398.0,Smoothie King Center,2023
"Fri, Feb 10, 2023",10:00p,Oklahoma City Thunder,138.0,Portland Trail Blazers,129.0,19424.0,Moda Center,2023
"Fri, Feb 10, 2023",10:00p,Dallas Mavericks,122.0,Sacramento Kings,114.0,18111.0,Golden 1 Center,2023
"Fri, Feb 10, 2023",10:30p,Milwaukee Bucks,119.0,Los Angeles Clippers,106.0,16614.0,Crypto.com Arena,2023
"Sat, Feb 11, 2023",6:00p,Philadelphia 76ers,101.0,Brooklyn Nets,98.0,17732.0,Barclays Center,2023
"Sat, Feb 11, 2023",7:00p,Denver Nuggets,119.0,Charlotte Hornets,105.0,19256.0,Spectrum Center,2023
"Sat, Feb 11, 2023",7:00p,Miami Heat,107.0,Orlando Magic,103.0,18223.0,Amway Center,2023
"Sat, Feb 11, 2023",7:00p,Indiana Pacers,113.0,Washington Wizards,127.0,18387.0,Capital One Arena,2023
"Sat, Feb 11, 2023",7:30p,San Antonio Spurs,106.0,Atlanta Hawks,125.0,17875.0,State Farm Arena,2023
"Sat, Feb 11, 2023",7:30p,Utah Jazz,120.0,New York Knicks,126.0,19339.0,Madison Square Garden (IV),2023
"Sat, Feb 11, 2023",8:00p,Chicago Bulls,89.0,Cleveland Cavaliers,97.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Sat, Feb 11, 2023",8:30p,Los Angeles Lakers,109.0,Golden State Warriors,103.0,18064.0,Chase Center,2023
"Sat, Feb 11, 2023",10:00p,Dallas Mavericks,128.0,Sacramento Kings,133.0,18111.0,Golden 1 Center,2023
"Sun, Feb 12, 2023",2:00p,Memphis Grizzlies,109.0,Boston Celtics,119.0,19156.0,TD Garden,2023
"Sun, Feb 12, 2023",3:00p,Detroit Pistons,118.0,Toronto Raptors,119.0,19800.0,Scotiabank Arena,2023
"Mon, Feb 13, 2023",7:00p,Atlanta Hawks,138.0,Charlotte Hornets,144.0,14078.0,Spectrum Center,2023
"Mon, Feb 13, 2023",7:00p,San Antonio Spurs,109.0,Cleveland Cavaliers,117.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Mon, Feb 13, 2023",7:00p,Utah Jazz,123.0,Indiana Pacers,117.0,15004.0,Gainbridge Fieldhouse,2023
"Mon, Feb 13, 2023",7:00p,Houston Rockets,104.0,Philadelphia 76ers,123.0,19850.0,Wells Fargo Center,2023
"Mon, Feb 13, 2023",7:30p,Denver Nuggets,112.0,Miami Heat,108.0,19755.0,Kaseya Center,2023
"Mon, Feb 13, 2023",7:30p,Brooklyn Nets,106.0,New York Knicks,124.0,19812.0,Madison Square Garden (IV),2023
"Mon, Feb 13, 2023",8:00p,Orlando Magic,100.0,Chicago Bulls,91.0,20767.0,United Center,2023
"Mon, Feb 13, 2023",8:00p,New Orleans Pelicans,103.0,Oklahoma City Thunder,100.0,14920.0,Paycom Center,2023
"Mon, Feb 13, 2023",8:30p,Minnesota Timberwolves,124.0,Dallas Mavericks,121.0,20325.0,American Airlines Center,2023
"Mon, Feb 13, 2023",10:00p,Washington Wizards,126.0,Golden State Warriors,135.0,18064.0,Chase Center,2023
"Mon, Feb 13, 2023",10:00p,Los Angeles Lakers,115.0,Portland Trail Blazers,127.0,18299.0,Moda Center,2023
"Tue, Feb 14, 2023",7:30p,Boston Celtics,125.0,Milwaukee Bucks,131.0,17623.0,Fiserv Forum,2023
"Tue, Feb 14, 2023",7:30p,Orlando Magic,113.0,Toronto Raptors,123.0,19800.0,Scotiabank Arena,2023
"Tue, Feb 14, 2023",9:00p,Sacramento Kings,109.0,Phoenix Suns,120.0,17071.0,Footprint Center,2023
"Tue, Feb 14, 2023",10:00p,Golden State Warriors,124.0,Los Angeles Clippers,134.0,16741.0,Crypto.com Arena,2023
"Tue, Feb 14, 2023",10:00p,Washington Wizards,126.0,Portland Trail Blazers,101.0,18004.0,Moda Center,2023
"Wed, Feb 15, 2023",7:00p,San Antonio Spurs,110.0,Charlotte Hornets,120.0,14155.0,Spectrum Center,2023
"Wed, Feb 15, 2023",7:00p,Chicago Bulls,113.0,Indiana Pacers,117.0,15599.0,Gainbridge Fieldhouse,2023
"Wed, Feb 15, 2023",7:30p,New York Knicks,122.0,Atlanta Hawks,101.0,17771.0,State Farm Arena,2023
"Wed, Feb 15, 2023",7:30p,Detroit Pistons,109.0,Boston Celtics,127.0,19156.0,TD Garden,2023
"Wed, Feb 15, 2023",7:30p,Miami Heat,105.0,Brooklyn Nets,116.0,17963.0,Barclays Center,2023
"Wed, Feb 15, 2023",7:30p,Cleveland Cavaliers,112.0,Philadelphia 76ers,118.0,21134.0,Wells Fargo Center,2023
"Wed, Feb 15, 2023",8:00p,Utah Jazz,111.0,Memphis Grizzlies,117.0,16748.0,FedEx Forum,2023
"Wed, Feb 15, 2023",8:00p,Houston Rockets,96.0,Oklahoma City Thunder,133.0,14988.0,Paycom Center,2023
"Wed, Feb 15, 2023",9:00p,Dallas Mavericks,109.0,Denver Nuggets,118.0,19627.0,Ball Arena,2023
"Wed, Feb 15, 2023",10:00p,New Orleans Pelicans,102.0,Los Angeles Lakers,120.0,18997.0,Crypto.com Arena,2023
"Thu, Feb 16, 2023",7:30p,Milwaukee Bucks,112.0,Chicago Bulls,100.0,20308.0,United Center,2023
"Thu, Feb 16, 2023",8:00p,Washington Wizards,114.0,Minnesota Timberwolves,106.0,17136.0,Target Center,2023
"Thu, Feb 16, 2023",10:00p,Los Angeles Clippers,116.0,Phoenix Suns,107.0,17071.0,Footprint Center,2023
"Thu, Feb 23, 2023",7:00p,Denver Nuggets,115.0,Cleveland Cavaliers,109.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Thu, Feb 23, 2023",7:00p,Boston Celtics,142.0,Indiana Pacers,138.0,16125.0,Gainbridge Fieldhouse,2023
"Thu, Feb 23, 2023",7:00p,Detroit Pistons,106.0,Orlando Magic,108.0,18846.0,Amway Center,2023
"Thu, Feb 23, 2023",7:30p,Memphis Grizzlies,105.0,Philadelphia 76ers,110.0,21205.0,Wells Fargo Center,2023
"Thu, Feb 23, 2023",7:30p,New Orleans Pelicans,110.0,Toronto Raptors,115.0,19800.0,Scotiabank Arena,2023
"Thu, Feb 23, 2023",8:30p,San Antonio Spurs,116.0,Dallas Mavericks,142.0,20287.0,American Airlines Center,2023
"Thu, Feb 23, 2023",9:00p,Oklahoma City Thunder,119.0,Utah Jazz,120.0,18206.0,Vivint Arena,2023
"Thu, Feb 23, 2023",10:00p,Golden State Warriors,111.0,Los Angeles Lakers,124.0,18997.0,Crypto.com Arena,2023
"Thu, Feb 23, 2023",10:00p,Portland Trail Blazers,116.0,Sacramento Kings,133.0,18041.0,Golden 1 Center,2023
"Fri, Feb 24, 2023",7:00p,New York Knicks,115.0,Washington Wizards,109.0,20476.0,Capital One Arena,2023
"Fri, Feb 24, 2023",7:30p,Cleveland Cavaliers,119.0,Atlanta Hawks,136.0,18065.0,State Farm Arena,2023
"Fri, Feb 24, 2023",7:30p,Miami Heat,99.0,Milwaukee Bucks,128.0,17676.0,Fiserv Forum,2023
"Fri, Feb 24, 2023",8:00p,Brooklyn Nets,87.0,Chicago Bulls,131.0,21286.0,United Center,2023
"Fri, Feb 24, 2023",8:00p,Charlotte Hornets,121.0,Minnesota Timberwolves,113.0,17136.0,Target Center,2023
"Fri, Feb 24, 2023",10:00p,Houston Rockets,101.0,Golden State Warriors,116.0,18064.0,Chase Center,2023
"Fri, Feb 24, 2023",10:00p,Oklahoma City Thunder,115.0,Phoenix Suns,124.0,17071.0,Footprint Center,2023
"Fri, Feb 24, 2023",10:30p,Sacramento Kings,176.0,Los Angeles Clippers,175.0,19068.0,Crypto.com Arena,2023
"Sat, Feb 25, 2023",12:00p,Toronto Raptors,95.0,Detroit Pistons,91.0,20190.0,Little Caesars Arena,2023
"Sat, Feb 25, 2023",7:00p,Miami Heat,103.0,Charlotte Hornets,108.0,19109.0,Spectrum Center,2023
"Sat, Feb 25, 2023",7:00p,Indiana Pacers,121.0,Orlando Magic,108.0,19231.0,Amway Center,2023
"Sat, Feb 25, 2023",7:30p,New Orleans Pelicans,106.0,New York Knicks,128.0,19812.0,Madison Square Garden (IV),2023
"Sat, Feb 25, 2023",8:00p,Denver Nuggets,94.0,Memphis Grizzlies,112.0,18302.0,FedEx Forum,2023
"Sat, Feb 25, 2023",8:30p,Boston Celtics,110.0,Philadelphia 76ers,107.0,20993.0,Wells Fargo Center,2023
"Sat, Feb 25, 2023",9:00p,San Antonio Spurs,102.0,Utah Jazz,118.0,18206.0,Vivint Arena,2023
"Sun, Feb 26, 2023",1:00p,Phoenix Suns,101.0,Milwaukee Bucks,104.0,17636.0,Fiserv Forum,2023
"Sun, Feb 26, 2023",3:00p,Brooklyn Nets,127.0,Atlanta Hawks,129.0,16983.0,State Farm Arena,2023
"Sun, Feb 26, 2023",3:30p,Washington Wizards,82.0,Chicago Bulls,102.0,21106.0,United Center,2023
"Sun, Feb 26, 2023",3:30p,Los Angeles Lakers,111.0,Dallas Mavericks,108.0,20411.0,American Airlines Center,2023
"Sun, Feb 26, 2023",6:00p,Toronto Raptors,93.0,Cleveland Cavaliers,118.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Sun, Feb 26, 2023",7:00p,Sacramento Kings,124.0,Oklahoma City Thunder,115.0,15147.0,Paycom Center,2023
"Sun, Feb 26, 2023",7:30p,Minnesota Timberwolves,104.0,Golden State Warriors,109.0,18064.0,Chase Center,2023
"Sun, Feb 26, 2023",9:00p,Houston Rockets,114.0,Portland Trail Blazers,131.0,19215.0,Moda Center,2023
"Sun, Feb 26, 2023",10:00p,Los Angeles Clippers,124.0,Denver Nuggets,134.0,19689.0,Ball Arena,2023
"Mon, Feb 27, 2023",7:00p,Detroit Pistons,106.0,Charlotte Hornets,117.0,14184.0,Spectrum Center,2023
"Mon, Feb 27, 2023",7:00p,Miami Heat,101.0,Philadelphia 76ers,99.0,20859.0,Wells Fargo Center,2023
"Mon, Feb 27, 2023",7:30p,Boston Celtics,94.0,New York Knicks,109.0,19812.0,Madison Square Garden (IV),2023
"Mon, Feb 27, 2023",8:00p,Orlando Magic,101.0,New Orleans Pelicans,93.0,16038.0,Smoothie King Center,2023
"Tue, Feb 28, 2023",7:30p,Washington Wizards,119.0,Atlanta Hawks,116.0,17395.0,State Farm Arena,2023
"Tue, Feb 28, 2023",7:30p,Milwaukee Bucks,118.0,Brooklyn Nets,104.0,17732.0,Barclays Center,2023
"Tue, Feb 28, 2023",7:30p,Los Angeles Lakers,109.0,Memphis Grizzlies,121.0,17794.0,FedEx Forum,2023
"Tue, Feb 28, 2023",7:30p,Chicago Bulls,98.0,Toronto Raptors,104.0,19800.0,Scotiabank Arena,2023
"Tue, Feb 28, 2023",8:00p,Denver Nuggets,133.0,Houston Rockets,112.0,15368.0,Toyota Center,2023
"Tue, Feb 28, 2023",8:00p,Sacramento Kings,123.0,Oklahoma City Thunder,117.0,13353.0,Paycom Center,2023
"Tue, Feb 28, 2023",8:30p,Indiana Pacers,124.0,Dallas Mavericks,122.0,20277.0,American Airlines Center,2023
"Tue, Feb 28, 2023",9:00p,San Antonio Spurs,102.0,Utah Jazz,94.0,18206.0,Vivint Arena,2023
"Tue, Feb 28, 2023",10:00p,Portland Trail Blazers,105.0,Golden State Warriors,123.0,18064.0,Chase Center,2023
"Tue, Feb 28, 2023",10:00p,Minnesota Timberwolves,108.0,Los Angeles Clippers,101.0,17022.0,Crypto.com Arena,2023
"Wed, Mar 1, 2023",7:00p,Phoenix Suns,105.0,Charlotte Hornets,91.0,19137.0,Spectrum Center,2023
"Wed, Mar 1, 2023",7:00p,Chicago Bulls,117.0,Detroit Pistons,115.0,18098.0,Little Caesars Arena,2023
"Wed, Mar 1, 2023",7:30p,Cleveland Cavaliers,113.0,Boston Celtics,117.0,19156.0,TD Garden,2023
"Wed, Mar 1, 2023",7:30p,Philadelphia 76ers,119.0,Miami Heat,96.0,19600.0,Kaseya Center,2023
"Wed, Mar 1, 2023",7:30p,Brooklyn Nets,118.0,New York Knicks,142.0,19812.0,Madison Square Garden (IV),2023
"Wed, Mar 1, 2023",8:00p,Memphis Grizzlies,113.0,Houston Rockets,99.0,15919.0,Toyota Center,2023
"Wed, Mar 1, 2023",8:00p,Orlando Magic,117.0,Milwaukee Bucks,139.0,17354.0,Fiserv Forum,2023
"Wed, Mar 1, 2023",8:00p,Los Angeles Lakers,123.0,Oklahoma City Thunder,117.0,17114.0,Paycom Center,2023
"Wed, Mar 1, 2023",10:00p,New Orleans Pelicans,121.0,Portland Trail Blazers,110.0,18566.0,Moda Center,2023
"Thu, Mar 2, 2023",7:00p,Toronto Raptors,108.0,Washington Wizards,119.0,14643.0,Capital One Arena,2023
"Thu, Mar 2, 2023",7:30p,Philadelphia 76ers,126.0,Dallas Mavericks,133.0,20002.0,American Airlines Center,2023
"Thu, Mar 2, 2023",8:30p,Indiana Pacers,99.0,San Antonio Spurs,110.0,14617.0,AT&T Center,2023
"Thu, Mar 2, 2023",10:00p,Los Angeles Clippers,91.0,Golden State Warriors,115.0,18064.0,Chase Center,2023
"Fri, Mar 3, 2023",7:00p,Orlando Magic,117.0,Charlotte Hornets,106.0,16683.0,Spectrum Center,2023
"Fri, Mar 3, 2023",7:30p,Portland Trail Blazers,111.0,Atlanta Hawks,129.0,17521.0,State Farm Arena,2023
"Fri, Mar 3, 2023",7:30p,Brooklyn Nets,115.0,Boston Celtics,105.0,19156.0,TD Garden,2023
"Fri, Mar 3, 2023",8:00p,Phoenix Suns,125.0,Chicago Bulls,104.0,21169.0,United Center,2023
"Fri, Mar 3, 2023",8:00p,New York Knicks,122.0,Miami Heat,120.0,19600.0,Kaseya Center,2023
"Fri, Mar 3, 2023",8:00p,Utah Jazz,103.0,Oklahoma City Thunder,130.0,16538.0,Paycom Center,2023
"Fri, Mar 3, 2023",10:00p,Memphis Grizzlies,97.0,Denver Nuggets,113.0,19641.0,Ball Arena,2023
"Fri, Mar 3, 2023",10:00p,New Orleans Pelicans,99.0,Golden State Warriors,108.0,18064.0,Chase Center,2023
"Fri, Mar 3, 2023",10:00p,Los Angeles Clippers,127.0,Sacramento Kings,128.0,18111.0,Golden 1 Center,2023
"Fri, Mar 3, 2023",10:30p,Minnesota Timberwolves,110.0,Los Angeles Lakers,102.0,18997.0,Crypto.com Arena,2023
"Sat, Mar 4, 2023",5:00p,Toronto Raptors,116.0,Washington Wizards,109.0,18174.0,Capital One Arena,2023
"Sat, Mar 4, 2023",7:30p,Detroit Pistons,90.0,Cleveland Cavaliers,114.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Sat, Mar 4, 2023",8:00p,Atlanta Hawks,109.0,Miami Heat,117.0,19600.0,Kaseya Center,2023
"Sat, Mar 4, 2023",8:00p,Houston Rockets,122.0,San Antonio Spurs,110.0,18354.0,AT&T Center,2023
"Sat, Mar 4, 2023",8:30p,Philadelphia 76ers,133.0,Milwaukee Bucks,130.0,18100.0,Fiserv Forum,2023
"Sat, Mar 4, 2023",10:00p,Minnesota Timberwolves,138.0,Sacramento Kings,134.0,18111.0,Golden 1 Center,2023
"Sun, Mar 5, 2023",1:00p,Phoenix Suns,130.0,Dallas Mavericks,126.0,20311.0,American Airlines Center,2023
"Sun, Mar 5, 2023",3:30p,Indiana Pacers,125.0,Chicago Bulls,122.0,21225.0,United Center,2023
"Sun, Mar 5, 2023",3:30p,Golden State Warriors,105.0,Los Angeles Lakers,113.0,18997.0,Crypto.com Arena,2023
"Sun, Mar 5, 2023",6:00p,Charlotte Hornets,86.0,Brooklyn Nets,102.0,17921.0,Barclays Center,2023
"Sun, Mar 5, 2023",6:00p,Portland Trail Blazers,122.0,Orlando Magic,119.0,18846.0,Amway Center,2023
"Sun, Mar 5, 2023",7:00p,San Antonio Spurs,110.0,Houston Rockets,142.0,16721.0,Toyota Center,2023
"Sun, Mar 5, 2023",7:00p,Utah Jazz,119.0,Oklahoma City Thunder,129.0,14778.0,Paycom Center,2023
"Sun, Mar 5, 2023",7:30p,New York Knicks,131.0,Boston Celtics,129.0,19156.0,TD Garden,2023
"Sun, Mar 5, 2023",7:30p,Milwaukee Bucks,117.0,Washington Wizards,111.0,18746.0,Capital One Arena,2023
"Sun, Mar 5, 2023",10:00p,Memphis Grizzlies,129.0,Los Angeles Clippers,135.0,19068.0,Crypto.com Arena,2023
"Mon, Mar 6, 2023",7:00p,Boston Celtics,114.0,Cleveland Cavaliers,118.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Mon, Mar 6, 2023",7:00p,Portland Trail Blazers,110.0,Detroit Pistons,104.0,16989.0,Little Caesars Arena,2023
"Mon, Mar 6, 2023",7:00p,Philadelphia 76ers,147.0,Indiana Pacers,143.0,15008.0,Gainbridge Fieldhouse,2023
"Mon, Mar 6, 2023",7:30p,Atlanta Hawks,128.0,Miami Heat,130.0,19600.0,Kaseya Center,2023
